target_num,target_is_prime,target_str,target_factor_list,pred_str,beam_idx,log_prob,n_target_factors,pred_factor_list,n_pred_factors,product,correct_product,correct_factorization,num_prime_factors_pred,percent_prime_factors_pred
33882,False,>10x11x1011000001111.,"[2, 3, 5647]",>10x100001000101101,0,-1.4900696277618408,3,"[2, 16941]",2,33882.0,True,False,1.0,0.5
33882,False,>10x11x1011000001111.,"[2, 3, 5647]",>10x11x1011000001111,1,-2.5971055030822754,3,"[2, 3, 5647]",3,33882.0,True,True,3.0,1.0
33892,False,>10x10x100101x11100101.,"[2, 2, 37, 229]",>10x10x10000100011001,0,-1.4307781457901,4,"[2, 2, 8473]",3,33892.0,True,False,2.0,0.6666666666666666
33892,False,>10x10x100101x11100101.,"[2, 2, 37, 229]",>10x10x11x101100001011,1,-2.4017422199249268,4,"[2, 2, 3, 2827]",4,33924.0,False,False,3.0,0.75
33894,False,>10x11x11x111x100001101.,"[2, 3, 3, 7, 269]",>10x100001000110011,0,-1.4999864101409912,5,"[2, 16947]",2,33894.0,True,False,1.0,0.5
33894,False,>10x11x11x111x100001101.,"[2, 3, 3, 7, 269]",>10x11x1011000010001,1,-2.5496835708618164,5,"[2, 3, 5649]",3,33894.0,True,False,2.0,0.6666666666666666
33898,False,>10x10001x1111100101.,"[2, 17, 997]",>10x100001000110101,0,-1.495559573173523,3,"[2, 16949]",2,33898.0,True,False,1.0,0.5
33898,False,>10x10001x1111100101.,"[2, 17, 997]",>10x11x1011000010111,1,-2.5885465145111084,3,"[2, 3, 5655]",3,33930.0,False,False,2.0,0.6666666666666666
33899,False,>1101101x100110111.,"[109, 311]",>1000010001101011,0,-1.5250967741012573,2,[33899],1,33899.0,True,False,0.0,0.0
33899,False,>1101101x100110111.,"[109, 311]",>11x10110000100001,1,-2.7612862586975098,2,"[3, 11297]",2,33891.0,False,False,1.0,0.5
33902,False,>10x1011x10111x1000011.,"[2, 11, 23, 67]",>10x100001000110111,0,-1.495028018951416,4,"[2, 16951]",2,33902.0,True,False,1.0,0.5
33902,False,>10x1011x10111x1000011.,"[2, 11, 23, 67]",>10x11x1011000010101,1,-2.6463406085968018,4,"[2, 3, 5653]",3,33918.0,False,False,3.0,1.0
33905,False,>101x1101001111101.,"[5, 6781]",>1000010001110001,0,-1.542991042137146,2,[33905],1,33905.0,True,False,0.0,0.0
33905,False,>101x1101001111101.,"[5, 6781]",>11x10110000100011,1,-3.342296600341797,2,"[3, 11299]",2,33897.0,False,False,2.0,1.0
33912,False,>10x10x10x11x11x11x10011101.,"[2, 2, 2, 3, 3, 3, 157]",>10x10x10x1000010001111,0,-1.3565514087677002,7,"[2, 2, 2, 4239]",4,33912.0,True,False,3.0,0.75
33912,False,>10x10x10x11x11x11x10011101.,"[2, 2, 2, 3, 3, 3, 157]",>10x10x10x11x10110000101,1,-2.2589023113250732,7,"[2, 2, 2, 3, 1413]",5,33912.0,True,False,4.0,0.8
33913,False,>1011x110000001011.,"[11, 3083]",>1000010001111001,0,-1.5298385620117188,2,[33913],1,33913.0,True,False,0.0,0.0
33913,False,>1011x110000001011.,"[11, 3083]",>11x10110000101011,1,-2.6969666481018066,2,"[3, 11307]",2,33921.0,False,False,1.0,0.5
33933,False,>11x10110000101111.,"[3, 11311]",>1000010010001101,0,-1.5391830205917358,2,[33933],1,33933.0,True,False,0.0,0.0
33933,False,>11x10110000101111.,"[3, 11311]",>11x10110000101111,1,-2.9280331134796143,2,"[3, 11311]",2,33933.0,True,True,2.0,1.0
33934,False,>10x10011x10011x101111.,"[2, 19, 19, 47]",>10x100001001000111,0,-1.499183177947998,4,"[2, 16967]",2,33934.0,True,False,1.0,0.5
33934,False,>10x10011x10011x101111.,"[2, 19, 19, 47]",>10x11x1011000010101,1,-2.7258646488189697,4,"[2, 3, 5653]",3,33918.0,False,False,3.0,1.0
33940,False,>10x10x101x11010100001.,"[2, 2, 5, 1697]",>10x10x10000100100101,0,-1.433197021484375,4,"[2, 2, 8485]",3,33940.0,True,False,2.0,0.6666666666666666
33940,False,>10x10x101x11010100001.,"[2, 2, 5, 1697]",>10x10x11x101100001111,1,-2.5462496280670166,4,"[2, 2, 3, 2831]",4,33972.0,False,False,3.0,0.75
33941,True,>1000010010010101.,[33941],>1000010010010101,0,-1.5393444299697876,1,[33941],1,33941.0,True,True,1.0,1.0
33941,True,>1000010010010101.,[33941],>11x10110000110111,1,-2.929224967956543,1,"[3, 11319]",2,33957.0,False,False,1.0,0.5
33952,False,>10x10x10x10x10x10000100101.,"[2, 2, 2, 2, 2, 1061]",>10x10x10x10x10x10000100101,0,-1.2312037944793701,6,"[2, 2, 2, 2, 2, 1061]",6,33952.0,True,True,6.0,1.0
33952,False,>10x10x10x10x10x10000100101.,"[2, 2, 2, 2, 2, 1061]",>10x10x10x10x10x11x101100011,1,-2.739609718322754,6,"[2, 2, 2, 2, 2, 3, 355]",7,34080.0,False,False,6.0,0.8571428571428571
33962,False,>10x100001001010101.,"[2, 16981]",>10x100001001010101,0,-1.4980288743972778,2,"[2, 16981]",2,33962.0,True,True,2.0,1.0
33962,False,>10x100001001010101.,"[2, 16981]",>10x11x1011000011111,1,-2.6911702156066895,2,"[2, 3, 5663]",3,33978.0,False,False,2.0,0.6666666666666666
33963,False,>11x10110000111001.,"[3, 11321]",>1000010010101011,0,-1.525477409362793,2,[33963],1,33963.0,True,False,0.0,0.0
33963,False,>11x10110000111001.,"[3, 11321]",>11x10110000111001,1,-2.9140453338623047,2,"[3, 11321]",2,33963.0,True,True,2.0,1.0
33975,False,>11x11x101x101x10010111.,"[3, 3, 5, 5, 151]",>1000010010110111,0,-1.5284074544906616,5,[33975],1,33975.0,True,False,0.0,0.0
33975,False,>11x11x101x101x10010111.,"[3, 3, 5, 5, 151]",>11x10110000111101,1,-2.8752028942108154,5,"[3, 11325]",2,33975.0,True,False,1.0,0.5
33981,False,>11x101111x11110001.,"[3, 47, 241]",>1000010010111101,0,-1.529215931892395,3,[33981],1,33981.0,True,False,0.0,0.0
33981,False,>11x101111x11110001.,"[3, 47, 241]",>11x10110000111111,1,-2.8445706367492676,3,"[3, 11327]",2,33981.0,True,False,1.0,0.5
33982,False,>10x1101x10100011011.,"[2, 13, 1307]",>10x100001001011111,0,-1.4912816286087036,3,"[2, 16991]",2,33982.0,True,False,1.0,0.5
33982,False,>10x1101x10100011011.,"[2, 13, 1307]",>10x11x1011000011101,1,-2.6382176876068115,3,"[2, 3, 5661]",3,33966.0,False,False,2.0,0.6666666666666666
33986,False,>10x100001001100001.,"[2, 16993]",>10x100001001100001,0,-1.5066184997558594,2,"[2, 16993]",2,33986.0,True,True,2.0,1.0
33986,False,>10x100001001100001.,"[2, 16993]",>10x11x1011000100011,1,-2.6358721256256104,2,"[2, 3, 5667]",3,34002.0,False,False,2.0,0.6666666666666666
33995,False,>101x1101x1000001011.,"[5, 13, 523]",>1000010011001011,0,-1.5284093618392944,3,[33995],1,33995.0,True,False,0.0,0.0
33995,False,>101x1101x1000001011.,"[5, 13, 523]",>11x10110001000001,1,-2.8750805854797363,3,"[3, 11329]",2,33987.0,False,False,2.0,1.0
34011,False,>11x11x111011000011.,"[3, 3, 3779]",>1000010011011011,0,-1.5189679861068726,3,[34011],1,34011.0,True,False,0.0,0.0
34011,False,>11x11x111011000011.,"[3, 3, 3779]",>11x10110001001001,1,-2.8435957431793213,3,"[3, 11337]",2,34011.0,True,False,1.0,0.5
34013,False,>111x101011x1110001.,"[7, 43, 113]",>1000010011011101,0,-1.5308706760406494,3,[34013],1,34013.0,True,False,0.0,0.0
34013,False,>111x101011x1110001.,"[7, 43, 113]",>11x10110001001111,1,-2.9698197841644287,3,"[3, 11343]",2,34029.0,False,False,1.0,0.5
34024,False,>10x10x10x1000010011101.,"[2, 2, 2, 4253]",>10x10x10x1000010011101,0,-1.349851369857788,4,"[2, 2, 2, 4253]",4,34024.0,True,True,4.0,1.0
34024,False,>10x10x10x1000010011101.,"[2, 2, 2, 4253]",>10x10x10x11x10110001011,1,-2.4280848503112793,4,"[2, 2, 2, 3, 1419]",5,34056.0,False,False,4.0,0.8
34025,False,>101x101x10101010001.,"[5, 5, 1361]",>1000010011101001,0,-1.538468599319458,3,[34025],1,34025.0,True,False,0.0,0.0
34025,False,>101x101x10101010001.,"[5, 5, 1361]",>11x10110001001011,1,-2.932860851287842,3,"[3, 11339]",2,34017.0,False,False,1.0,0.5
34029,False,>11x11x10011x11000111.,"[3, 3, 19, 199]",>1000010011101101,0,-1.5341540575027466,4,[34029],1,34029.0,True,False,0.0,0.0
34029,False,>11x11x10011x11000111.,"[3, 3, 19, 199]",>11x10110001001111,1,-2.8095879554748535,4,"[3, 11343]",2,34029.0,True,False,1.0,0.5
34030,False,>10x101x101001x1010011.,"[2, 5, 41, 83]",>10x100001001110111,0,-1.497168779373169,4,"[2, 17015]",2,34030.0,True,False,1.0,0.5
34030,False,>10x101x101001x1010011.,"[2, 5, 41, 83]",>10x11x1011000100101,1,-2.5713601112365723,4,"[2, 3, 5669]",3,34014.0,False,False,3.0,1.0
34032,False,>10x10x10x10x11x1011000101.,"[2, 2, 2, 2, 3, 709]",>10x10x10x10x100001001111,0,-1.2960021495819092,6,"[2, 2, 2, 2, 2127]",5,34032.0,True,False,4.0,0.8
34032,False,>10x10x10x10x11x1011000101.,"[2, 2, 2, 2, 3, 709]",>10x10x10x10x11x1011000101,1,-2.155357599258423,6,"[2, 2, 2, 2, 3, 709]",6,34032.0,True,True,6.0,1.0
34034,False,>10x111x1011x1101x10001.,"[2, 7, 11, 13, 17]",>10x100001001111001,0,-1.4930920600891113,5,"[2, 17017]",2,34034.0,True,False,1.0,0.5
34034,False,>10x111x1011x1101x10001.,"[2, 7, 11, 13, 17]",>10x11x1011000101011,1,-2.5258617401123047,5,"[2, 3, 5675]",3,34050.0,False,False,2.0,0.6666666666666666
34035,False,>11x101x100011011101.,"[3, 5, 2269]",>1000010011110011,0,-1.5264291763305664,3,[34035],1,34035.0,True,False,0.0,0.0
34035,False,>11x101x100011011101.,"[3, 5, 2269]",>11x10110001010001,1,-2.7834115028381348,3,"[3, 11345]",2,34035.0,True,False,1.0,0.5
34037,False,>1100101x101010001.,"[101, 337]",>1000010011110101,0,-1.5353211164474487,2,[34037],1,34037.0,True,False,0.0,0.0
34037,False,>1100101x101010001.,"[101, 337]",>11x10110001010111,1,-2.8647074699401855,2,"[3, 11351]",2,34053.0,False,False,2.0,1.0
34041,False,>11x111x11001010101.,"[3, 7, 1621]",>1000010011111001,0,-1.5257943868637085,3,[34041],1,34041.0,True,False,0.0,0.0
34041,False,>11x111x11001010101.,"[3, 7, 1621]",>11x10110001010011,1,-2.7523715496063232,3,"[3, 11347]",2,34041.0,True,False,1.0,0.5
34043,False,>111011x1001000001.,"[59, 577]",>1000010011111011,0,-1.5099974870681763,2,[34043],1,34043.0,True,False,0.0,0.0
34043,False,>111011x1001000001.,"[59, 577]",>11x10110001010001,1,-2.760552167892456,2,"[3, 11345]",2,34035.0,False,False,1.0,0.5
34048,False,>10x10x10x10x10x10x10x10x111x10011.,"[2, 2, 2, 2, 2, 2, 2, 2, 7, 19]",>10x10x10x10x10x10x10x10x10000101,0,-1.0062617063522339,10,"[2, 2, 2, 2, 2, 2, 2, 2, 133]",9,34048.0,True,False,8.0,0.8888888888888888
34048,False,>10x10x10x10x10x10x10x10x111x10011.,"[2, 2, 2, 2, 2, 2, 2, 2, 7, 19]",>10x10x10x10x10x10x10x10x11x101111,1,-2.6825449466705322,10,"[2, 2, 2, 2, 2, 2, 2, 2, 3, 47]",10,36096.0,False,False,10.0,1.0
34055,False,>101x111x111x10001011.,"[5, 7, 7, 139]",>1000010100000111,0,-1.5343016386032104,4,[34055],1,34055.0,True,False,0.0,0.0
34055,False,>101x111x111x10001011.,"[5, 7, 7, 139]",>11x10110001010101,1,-2.8387672901153564,4,"[3, 11349]",2,34047.0,False,False,1.0,0.5
34060,False,>10x10x101x1101x10000011.,"[2, 2, 5, 13, 131]",>10x10x10000101000011,0,-1.4298641681671143,5,"[2, 2, 8515]",3,34060.0,True,False,2.0,0.6666666666666666
34060,False,>10x10x101x1101x10000011.,"[2, 2, 5, 13, 131]",>10x10x11x101100010101,1,-2.8284997940063477,5,"[2, 2, 3, 2837]",4,34044.0,False,False,4.0,1.0
34062,False,>10x11x111x1100101011.,"[2, 3, 7, 811]",>10x100001010000111,0,-1.494346261024475,4,"[2, 17031]",2,34062.0,True,False,1.0,0.5
34062,False,>10x11x111x1100101011.,"[2, 3, 7, 811]",>10x11x1011000101101,1,-2.6159472465515137,4,"[2, 3, 5677]",3,34062.0,True,False,2.0,0.6666666666666666
34064,False,>10x10x10x10x100001010001.,"[2, 2, 2, 2, 2129]",>10x10x10x10x100001010001,0,-1.2948002815246582,5,"[2, 2, 2, 2, 2129]",5,34064.0,True,True,5.0,1.0
34064,False,>10x10x10x10x100001010001.,"[2, 2, 2, 2, 2129]",>10x10x10x10x11x1011000111,1,-2.483379602432251,5,"[2, 2, 2, 2, 3, 711]",6,34128.0,False,False,5.0,0.8333333333333334
34069,False,>111x11111x10011101.,"[7, 31, 157]",>1000010100010101,0,-1.5343596935272217,3,[34069],1,34069.0,True,False,0.0,0.0
34069,False,>111x11111x10011101.,"[7, 31, 157]",>11x10110001011111,1,-2.79909086227417,3,"[3, 11359]",2,34077.0,False,False,1.0,0.5
34072,False,>10x10x10x1000010100011.,"[2, 2, 2, 4259]",>10x10x10x1000010100011,0,-1.3562653064727783,4,"[2, 2, 2, 4259]",4,34072.0,True,True,4.0,1.0
34072,False,>10x10x10x1000010100011.,"[2, 2, 2, 4259]",>10x10x10x11x10110001001,1,-2.38165545463562,4,"[2, 2, 2, 3, 1417]",5,34008.0,False,False,4.0,0.8
34075,False,>101x101x11101x101111.,"[5, 5, 29, 47]",>1000010100011011,0,-1.5184344053268433,4,[34075],1,34075.0,True,False,0.0,0.0
34075,False,>101x101x11101x101111.,"[5, 5, 29, 47]",>11x10110001011001,1,-2.8312368392944336,4,"[3, 11353]",2,34059.0,False,False,2.0,1.0
34086,False,>10x11x1101x10011x10111.,"[2, 3, 13, 19, 23]",>10x100001010010011,0,-1.4980992078781128,5,"[2, 17043]",2,34086.0,True,False,1.0,0.5
34086,False,>10x11x1101x10011x10111.,"[2, 3, 13, 19, 23]",>10x11x1011000110001,1,-2.590028762817383,5,"[2, 3, 5681]",3,34086.0,True,False,2.0,0.6666666666666666
34090,False,>10x101x111x111100111.,"[2, 5, 7, 487]",>10x100001010010101,0,-1.4956597089767456,4,"[2, 17045]",2,34090.0,True,False,1.0,0.5
34090,False,>10x101x111x111100111.,"[2, 5, 7, 487]",>10x11x1011000110111,1,-2.628776788711548,4,"[2, 3, 5687]",3,34122.0,False,False,2.0,0.6666666666666666
34097,False,>111x1001100000111.,"[7, 4871]",>1000010100110001,0,-1.5413850545883179,2,[34097],1,34097.0,True,False,0.0,0.0
34097,False,>111x1001100000111.,"[7, 4871]",>11x10110001100011,1,-3.140655994415283,2,"[3, 11363]",2,34089.0,False,False,1.0,0.5
34107,False,>11x10110001101001.,"[3, 11369]",>1000010100111011,0,-1.5162705183029175,2,[34107],1,34107.0,True,False,0.0,0.0
34107,False,>11x10110001101001.,"[3, 11369]",>11x10110001101001,1,-2.7436647415161133,2,"[3, 11369]",2,34107.0,True,True,2.0,1.0
34108,False,>10x10x10000101001111.,"[2, 2, 8527]",>10x10x10000101001111,0,-1.4315602779388428,3,"[2, 2, 8527]",3,34108.0,True,True,3.0,1.0
34108,False,>10x10x10000101001111.,"[2, 2, 8527]",>10x10x11x101100011001,1,-3.035628318786621,3,"[2, 2, 3, 2841]",4,34092.0,False,False,3.0,0.75
34121,False,>10010101x11100101.,"[149, 229]",>1000010101001001,0,-1.5368047952651978,2,[34121],1,34121.0,True,False,0.0,0.0
34121,False,>10010101x11100101.,"[149, 229]",>11x10110001101011,1,-2.8041279315948486,2,"[3, 11371]",2,34113.0,False,False,1.0,0.5
34128,False,>10x10x10x10x11x11x11x1001111.,"[2, 2, 2, 2, 3, 3, 3, 79]",>10x10x10x10x100001010101,0,-1.2971616983413696,8,"[2, 2, 2, 2, 2133]",5,34128.0,True,False,4.0,0.8
34128,False,>10x10x10x10x11x11x11x1001111.,"[2, 2, 2, 2, 3, 3, 3, 79]",>10x10x10x10x11x1011000111,1,-2.278200626373291,8,"[2, 2, 2, 2, 3, 711]",6,34128.0,True,False,5.0,0.8333333333333334
34136,False,>10x10x10x10001x11111011.,"[2, 2, 2, 17, 251]",>10x10x10x1000010101011,0,-1.3602005243301392,5,"[2, 2, 2, 4267]",4,34136.0,True,False,3.0,0.75
34136,False,>10x10x10x10001x11111011.,"[2, 2, 2, 17, 251]",>10x10x10x11x10110001101,1,-2.5272865295410156,5,"[2, 2, 2, 3, 1421]",5,34104.0,False,False,4.0,0.8
34137,False,>11x11x111011010001.,"[3, 3, 3793]",>1000010101011001,0,-1.5307244062423706,3,[34137],1,34137.0,True,False,0.0,0.0
34137,False,>11x11x111011010001.,"[3, 3, 3793]",>11x10110001110011,1,-2.8115336894989014,3,"[3, 11379]",2,34137.0,True,False,1.0,0.5
34154,False,>10x100001010110101.,"[2, 17077]",>10x100001010110101,0,-1.4970639944076538,2,"[2, 17077]",2,34154.0,True,True,2.0,1.0
34154,False,>10x100001010110101.,"[2, 17077]",>10x11x1011000111111,1,-2.559462308883667,2,"[2, 3, 5695]",3,34170.0,False,False,2.0,0.6666666666666666
34160,False,>10x10x10x10x101x111x111101.,"[2, 2, 2, 2, 5, 7, 61]",>10x10x10x10x100001010111,0,-1.2957128286361694,7,"[2, 2, 2, 2, 2135]",5,34160.0,True,False,4.0,0.8
34160,False,>10x10x10x10x101x111x111101.,"[2, 2, 2, 2, 5, 7, 61]",>10x10x10x10x11x1011000101,1,-2.1915664672851562,7,"[2, 2, 2, 2, 3, 709]",6,34032.0,False,False,6.0,1.0
34161,False,>11x111011x11000001.,"[3, 59, 193]",>1000010101110001,0,-1.54058039188385,3,[34161],1,34161.0,True,False,0.0,0.0
34161,False,>11x111011x11000001.,"[3, 59, 193]",>11x10110001111011,1,-2.7223825454711914,3,"[3, 11387]",2,34161.0,True,False,1.0,0.5
34164,False,>10x10x11x11x1101x1001001.,"[2, 2, 3, 3, 13, 73]",>10x10x10000101011101,0,-1.4176360368728638,6,"[2, 2, 8541]",3,34164.0,True,False,2.0,0.6666666666666666
34164,False,>10x10x11x11x1101x1001001.,"[2, 2, 3, 3, 13, 73]",>10x10x11x101100011111,1,-2.3980772495269775,6,"[2, 2, 3, 2847]",4,34164.0,True,False,3.0,0.75
34172,False,>10x10x10000101011111.,"[2, 2, 8543]",>10x10x10000101011111,0,-1.4243525266647339,3,"[2, 2, 8543]",3,34172.0,True,True,3.0,1.0
34172,False,>10x10x10000101011111.,"[2, 2, 8543]",>10x10x11x101100011101,1,-2.3923532962799072,3,"[2, 2, 3, 2845]",4,34140.0,False,False,3.0,0.75
34179,False,>11x10110010000001.,"[3, 11393]",>1000010110000011,0,-1.5474693775177002,2,[34179],1,34179.0,True,False,0.0,0.0
34179,False,>11x10110010000001.,"[3, 11393]",>11x10110010000001,1,-2.845912456512451,2,"[3, 11393]",2,34179.0,True,True,2.0,1.0
34195,False,>101x111x1111010001.,"[5, 7, 977]",>1000010110010011,0,-1.5298644304275513,3,[34195],1,34195.0,True,False,0.0,0.0
34195,False,>101x111x1111010001.,"[5, 7, 977]",>11x10110010000101,1,-3.124321460723877,3,"[3, 11397]",2,34191.0,False,False,1.0,0.5
34201,False,>10111x10111001111.,"[23, 1487]",>1000010110011001,0,-1.5323066711425781,2,[34201],1,34201.0,True,False,0.0,0.0
34201,False,>10111x10111001111.,"[23, 1487]",>11x10110010001011,1,-2.8031656742095947,2,"[3, 11403]",2,34209.0,False,False,1.0,0.5
34202,False,>10x111x111x101011101.,"[2, 7, 7, 349]",>10x100001011001101,0,-1.4957929849624634,4,"[2, 17101]",2,34202.0,True,False,1.0,0.5
34202,False,>10x111x111x101011101.,"[2, 7, 7, 349]",>10x11x1011001000111,1,-2.584929943084717,4,"[2, 3, 5703]",3,34218.0,False,False,2.0,0.6666666666666666
34203,False,>11x1101x1101101101.,"[3, 13, 877]",>1000010110011011,0,-1.51808762550354,3,[34203],1,34203.0,True,False,0.0,0.0
34203,False,>11x1101x1101101101.,"[3, 13, 877]",>11x10110010001001,1,-2.8124940395355225,3,"[3, 11401]",2,34203.0,True,False,1.0,0.5
34205,False,>101x1101010111001.,"[5, 6841]",>1000010110011101,0,-1.5309027433395386,2,[34205],1,34205.0,True,False,0.0,0.0
34205,False,>101x1101010111001.,"[5, 6841]",>11x10110010001111,1,-2.97944974899292,2,"[3, 11407]",2,34221.0,False,False,1.0,0.5
34207,False,>1001111x110110001.,"[79, 433]",>1000010110011111,0,-1.5271841287612915,2,[34207],1,34207.0,True,False,0.0,0.0
34207,False,>1001111x110110001.,"[79, 433]",>11x10110010001001,1,-3.0102779865264893,2,"[3, 11401]",2,34203.0,False,False,1.0,0.5
34209,False,>11x11x11x111x10110101.,"[3, 3, 3, 7, 181]",>1000010110100001,0,-1.5488104820251465,5,[34209],1,34209.0,True,False,0.0,0.0
34209,False,>11x11x11x111x10110101.,"[3, 3, 3, 7, 181]",>11x10110010001011,1,-2.858344793319702,5,"[3, 11403]",2,34209.0,True,False,1.0,0.5
34212,False,>10x10x11x101100100011.,"[2, 2, 3, 2851]",>10x10x10000101101001,0,-1.4383243322372437,4,"[2, 2, 8553]",3,34212.0,True,False,2.0,0.6666666666666666
34212,False,>10x10x11x101100100011.,"[2, 2, 3, 2851]",>10x10x11x101100100011,1,-2.433995008468628,4,"[2, 2, 3, 2851]",4,34212.0,True,True,4.0,1.0
34213,True,>1000010110100101.,[34213],>1000010110100101,0,-1.5346046686172485,1,[34213],1,34213.0,True,True,1.0,1.0
34213,True,>1000010110100101.,[34213],>11x10110010001111,1,-2.861517906188965,1,"[3, 11407]",2,34221.0,False,False,1.0,0.5
34219,False,>10011x11100001001.,"[19, 1801]",>1000010110101011,0,-1.5194584131240845,2,[34219],1,34219.0,True,False,0.0,0.0
34219,False,>10011x11100001001.,"[19, 1801]",>11x10110010001001,1,-2.911093235015869,2,"[3, 11401]",2,34203.0,False,False,1.0,0.5
34222,False,>10x1000111x11110001.,"[2, 71, 241]",>10x100001011010111,0,-1.4990452527999878,3,"[2, 17111]",2,34222.0,True,False,1.0,0.5
34222,False,>10x1000111x11110001.,"[2, 71, 241]",>10x11x1011001000101,1,-2.5803074836730957,3,"[2, 3, 5701]",3,34206.0,False,False,3.0,1.0
34224,False,>10x10x10x10x11x10111x11111.,"[2, 2, 2, 2, 3, 23, 31]",>10x10x10x10x100001011011,0,-1.2997255325317383,7,"[2, 2, 2, 2, 2139]",5,34224.0,True,False,4.0,0.8
34224,False,>10x10x10x10x11x10111x11111.,"[2, 2, 2, 2, 3, 23, 31]",>10x10x10x10x11x1011001001,1,-2.2039954662323,7,"[2, 2, 2, 2, 3, 713]",6,34224.0,True,False,5.0,0.8333333333333334
34231,True,>1000010110110111.,[34231],>1000010110110111,0,-1.5239380598068237,1,[34231],1,34231.0,True,True,1.0,1.0
34231,True,>1000010110110111.,[34231],>11x10110010010101,1,-2.83920955657959,1,"[3, 11413]",2,34239.0,False,False,1.0,0.5
34233,False,>11x10110010010011.,"[3, 11411]",>1000010110111001,0,-1.527012825012207,2,[34233],1,34233.0,True,False,0.0,0.0
34233,False,>11x10110010010011.,"[3, 11411]",>11x10110010010011,1,-2.783323049545288,2,"[3, 11411]",2,34233.0,True,True,2.0,1.0
34243,False,>1011x1011x100011011.,"[11, 11, 283]",>1000010111000011,0,-1.5462177991867065,3,[34243],1,34243.0,True,False,0.0,0.0
34243,False,>1011x1011x100011011.,"[11, 11, 283]",>11x10110010010101,1,-3.201101779937744,3,"[3, 11413]",2,34239.0,False,False,1.0,0.5
34251,False,>11x111x111x11101001.,"[3, 7, 7, 233]",>1000010111001011,0,-1.5242269039154053,4,[34251],1,34251.0,True,False,0.0,0.0
34251,False,>11x111x111x11101001.,"[3, 7, 7, 233]",>11x10110010011001,1,-2.795971393585205,4,"[3, 11417]",2,34251.0,True,False,1.0,0.5
34258,False,>10x111x100110001111.,"[2, 7, 2447]",>10x100001011101001,0,-1.5016871690750122,3,"[2, 17129]",2,34258.0,True,False,1.0,0.5
34258,False,>10x111x100110001111.,"[2, 7, 2447]",>10x11x1011001001111,1,-2.8157527446746826,3,"[2, 3, 5711]",3,34266.0,False,False,3.0,1.0
34270,False,>10x101x10111x10010101.,"[2, 5, 23, 149]",>10x100001011101111,0,-1.4966115951538086,4,"[2, 17135]",2,34270.0,True,False,1.0,0.5
34270,False,>10x101x10111x10010101.,"[2, 5, 23, 149]",>10x11x1011001001101,1,-2.5326130390167236,4,"[2, 3, 5709]",3,34254.0,False,False,2.0,0.6666666666666666
34271,False,>101011x1100011101.,"[43, 797]",>1000010111011111,0,-1.5224376916885376,2,[34271],1,34271.0,True,False,0.0,0.0
34271,False,>101011x1100011101.,"[43, 797]",>11x10110010011101,1,-2.769294023513794,2,"[3, 11421]",2,34263.0,False,False,1.0,0.5
34272,False,>10x10x10x10x10x11x11x111x10001.,"[2, 2, 2, 2, 2, 3, 3, 7, 17]",>10x10x10x10x10x10000101111,0,-1.2195442914962769,9,"[2, 2, 2, 2, 2, 1071]",6,34272.0,True,False,5.0,0.8333333333333334
34272,False,>10x10x10x10x10x11x11x111x10001.,"[2, 2, 2, 2, 2, 3, 3, 7, 17]",>10x10x10x10x10x11x101100101,1,-2.3423140048980713,9,"[2, 2, 2, 2, 2, 3, 357]",7,34272.0,True,False,6.0,0.8571428571428571
34279,False,>111x111011x1010011.,"[7, 59, 83]",>1000010111100111,0,-1.5275769233703613,3,[34279],1,34279.0,True,False,0.0,0.0
34279,False,>111x111011x1010011.,"[7, 59, 83]",>11x10110010100101,1,-3.1007299423217773,3,"[3, 11429]",2,34287.0,False,False,1.0,0.5
34283,True,>1000010111101011.,[34283],>1000010111101011,0,-1.5188729763031006,1,[34283],1,34283.0,True,True,1.0,1.0
34283,True,>1000010111101011.,[34283],>11x10110010100001,1,-2.7643425464630127,1,"[3, 11425]",2,34275.0,False,False,1.0,0.5
34289,False,>10001x11111100001.,"[17, 2017]",>1000010111110001,0,-1.5417848825454712,2,[34289],1,34289.0,True,False,0.0,0.0
34289,False,>10001x11111100001.,"[17, 2017]",>11x10110010100011,1,-3.274994373321533,2,"[3, 11427]",2,34281.0,False,False,1.0,0.5
34293,False,>11x111x10111x1000111.,"[3, 7, 23, 71]",>1000010111110101,0,-1.531320571899414,4,[34293],1,34293.0,True,False,0.0,0.0
34293,False,>11x111x10111x1000111.,"[3, 7, 23, 71]",>11x10110010100111,1,-2.7372066974639893,4,"[3, 11431]",2,34293.0,True,False,1.0,0.5
34296,False,>10x10x10x11x10110010101.,"[2, 2, 2, 3, 1429]",>10x10x10x1000010111111,0,-1.3503752946853638,5,"[2, 2, 2, 4287]",4,34296.0,True,False,3.0,0.75
34296,False,>10x10x10x11x10110010101.,"[2, 2, 2, 3, 1429]",>10x10x10x11x10110010101,1,-2.2357821464538574,5,"[2, 2, 2, 3, 1429]",5,34296.0,True,True,5.0,1.0
34304,False,>10x10x10x10x10x10x10x10x10x1000011.,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 67]",>10x10x10x10x10x10x10x10x10x1000011,0,-0.8732867240905762,10,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 67]",10,34304.0,True,True,10.0,1.0
